date,AUDUSD Curncy,EURUSD Curncy,GBPUSD Curncy,NZDUSD Curncy,USDCAD Curncy,USDCHF Curncy,USDJPY Curncy,USDNOK Curncy,USDSEK Curncy
2021-06-09,0.7731,1.218,1.4118,0.718,1.2111,0.8957,109.63,8.2778,8.2609
2021-06-10,0.7754,1.217,1.4177,0.7202,1.2096,0.8945,109.33,8.2753,8.2538
2021-06-11,0.7708,1.2109,1.4107,0.713,1.2158,0.8983,109.66,8.3394,8.3193
2021-06-14,0.7712,1.212,1.4112,0.7144,1.2144,0.8999,110.07,8.3146,8.3244
2021-06-15,0.7687,1.2126,1.4083,0.7121,1.2184,0.898,110.08,8.3178,8.3277
2021-06-16,0.761,1.1995,1.3988,0.7051,1.2277,0.9087,110.71,8.4805,8.4588
2021-06-17,0.7552,1.1907,1.3922,0.7005,1.2358,0.9175,110.21,8.5491,8.5529
2021-06-18,0.7479,1.1864,1.381,0.6936,1.2465,0.9216,110.21,8.6694,8.6115
2021-06-21,0.7535,1.1919,1.3934,0.6988,1.2363,0.9178,110.27,8.5785,8.5299
2021-06-22,0.7554,1.194,1.3949,0.7025,1.2306,0.918,110.65,8.5374,8.4776
2021-06-23,0.7575,1.1926,1.3964,0.7047,1.2306,0.9185,110.96,8.5352,8.4908
2021-06-24,0.7583,1.1932,1.3922,0.706,1.2324,0.9179,110.87,8.5005,8.4694
2021-06-25,0.759,1.1935,1.3879,0.7073,1.2292,0.9173,110.75,8.497,8.4916
2021-06-28,0.7567,1.1925,1.3883,0.7034,1.2337,0.9195,110.63,8.5271,8.5137
2021-06-29,0.7512,1.1897,1.3836,0.6992,1.2401,0.921,110.53,8.563,8.5293
2021-06-30,0.7498,1.1858,1.3831,0.6983,1.2398,0.925,111.11,8.604,8.5509
2021-07-01,0.747,1.185,1.3767,0.6974,1.2437,0.9255,111.53,8.6258,8.5755
2021-07-02,0.7526,1.1865,1.3824,0.7026,1.2322,0.9209,111.05,8.5957,8.5433
2021-07-05,0.753,1.1864,1.3844,0.7027,1.2342,0.9221,110.97,8.5678,8.555
2021-07-06,0.7497,1.1824,1.38,0.7011,1.2461,0.9242,110.63,8.7028,8.5939
2021-07-07,0.7487,1.179,1.3801,0.7019,1.2481,0.9255,110.66,8.7263,8.6234
2021-07-08,0.7429,1.1845,1.3786,0.6956,1.2534,0.9154,109.72,8.7834,8.5971
2021-07-09,0.7488,1.1876,1.3901,0.7,1.2447,0.9147,110.14,8.6695,8.5712
2021-07-12,0.7476,1.1861,1.3883,0.6981,1.2453,0.9151,110.37,8.6815,8.5887
2021-07-13,0.7447,1.1776,1.3814,0.6948,1.2513,0.9183,110.63,8.7819,8.6572
2021-07-14,0.7481,1.1837,1.386,0.7033,1.2509,0.9153,109.97,8.7349,8.6166
2021-07-15,0.7423,1.1812,1.3829,0.6984,1.2595,0.9178,109.83,8.8259,8.6649
2021-07-16,0.7401,1.1806,1.3767,0.6999,1.2613,0.9194,110.07,8.8541,8.6815
2021-07-19,0.7344,1.18,1.3675,0.6944,1.275,0.9175,109.46,8.9477,8.6865
2021-07-20,0.733,1.1781,1.3628,0.6918,1.2682,0.9217,109.85,9.0064,8.701
2021-07-21,0.7359,1.1794,1.3713,0.697,1.2556,0.9176,110.29,8.8884,8.6897
2021-07-22,0.7379,1.1771,1.3768,0.697,1.2563,0.919,110.14,8.8513,8.6808
2021-07-23,0.7366,1.1771,1.3748,0.6974,1.2564,0.9194,110.55,8.8683,8.6892
2021-07-26,0.7385,1.1803,1.3818,0.7004,1.2551,0.9161,110.39,8.8181,8.6305
2021-07-27,0.7362,1.1817,1.3879,0.6956,1.2602,0.9145,109.78,8.8796,8.6311
2021-07-28,0.7376,1.1845,1.3902,0.6949,1.2528,0.9101,109.91,8.8059,8.5991
2021-07-29,0.7396,1.1887,1.3959,0.701,1.2448,0.9062,109.48,8.7323,8.5572
2021-07-30,0.7344,1.187,1.3904,0.6974,1.2475,0.9059,109.72,8.8136,8.5915
2021-08-02,0.7361,1.187,1.3883,0.697,1.251,0.9055,109.31,8.8327,8.5986
2021-08-03,0.7396,1.1864,1.3916,0.7017,1.2539,0.9037,109.04,8.8111,8.5999
2021-08-04,0.7379,1.1837,1.3889,0.7048,1.254,0.9068,109.48,8.8452,8.6111
2021-08-05,0.7405,1.1834,1.3931,0.7057,1.2506,0.907,109.77,8.8163,8.6137
2021-08-06,0.7356,1.1762,1.3872,0.701,1.2554,0.9148,110.25,8.8887,8.6665
2021-08-09,0.7333,1.1737,1.3847,0.6993,1.2577,0.9201,110.29,8.9446,8.711
2021-08-10,0.735,1.172,1.3843,0.701,1.252,0.9223,110.57,8.9231,8.7174
2021-08-11,0.7374,1.1739,1.3868,0.7042,1.2504,0.9219,110.43,8.8585,8.6844
2021-08-12,0.7335,1.173,1.3808,0.7002,1.2526,0.9233,110.41,8.8524,8.6908
2021-08-13,0.737,1.1797,1.3866,0.7042,1.2515,0.9156,109.59,8.7985,8.6425
2021-08-16,0.7338,1.1778,1.3849,0.7019,1.2574,0.9121,109.24,8.8378,8.6529
2021-08-17,0.7253,1.171,1.3741,0.6919,1.2629,0.914,109.6,8.9132,8.7574
2021-08-18,0.7232,1.1711,1.3756,0.6887,1.2658,0.917,109.77,8.9129,8.7301
2021-08-19,0.7147,1.1675,1.3639,0.6839,1.2828,0.9189,109.74,9.0377,8.8027
2021-08-20,0.7132,1.1698,1.3623,0.6835,1.2821,0.9171,109.78,9.0268,8.8017
2021-08-23,0.7209,1.1745,1.3719,0.6892,1.2654,0.9124,109.7,8.9203,8.7144
2021-08-24,0.7258,1.1756,1.3729,0.6952,1.2589,0.9126,109.65,8.8329,8.693
2021-08-25,0.7276,1.1772,1.3763,0.6974,1.2591,0.914,110.02,8.8074,8.683
2021-08-26,0.7237,1.1752,1.37,0.6948,1.2687,0.9178,110.09,8.8411,8.7079
2021-08-27,0.7312,1.1795,1.3764,0.7011,1.262,0.9113,109.84,8.7131,8.6406
2021-08-30,0.7296,1.1797,1.376,0.6999,1.2606,0.9169,109.92,8.6701,8.6264
2021-08-31,0.7316,1.1809,1.3755,0.7045,1.2616,0.9151,110.02,8.6971,8.6238
2021-09-01,0.7366,1.1839,1.377,0.707,1.262,0.9152,110.01,8.6955,8.6126
2021-09-02,0.74,1.1875,1.3833,0.7111,1.2553,0.9143,109.94,8.643,8.5704
2021-09-03,0.746,1.188,1.3871,0.7158,1.2524,0.9134,109.71,8.6678,8.5435
2021-09-06,0.7439,1.187,1.3837,0.7136,1.2534,0.9151,109.86,8.6618,8.5647
2021-09-07,0.7386,1.184,1.3786,0.7099,1.2647,0.9197,110.28,8.691,8.5942
2021-09-08,0.7365,1.1816,1.3771,0.7099,1.2691,0.9217,110.25,8.7129,8.6307
2021-09-09,0.7368,1.1825,1.3837,0.7105,1.2664,0.917,109.72,8.6734,8.6091
2021-09-10,0.7356,1.1814,1.3839,0.7113,1.2692,0.9176,109.94,8.6719,8.6327
2021-09-13,0.7369,1.1811,1.3838,0.7119,1.2648,0.9217,109.99,8.6413,8.6039
2021-09-14,0.732,1.1803,1.381,0.7098,1.2694,0.9204,109.69,8.6426,8.6081
2021-09-15,0.7333,1.1817,1.384,0.7106,1.263,0.9198,109.38,8.5737,8.5807
2021-09-16,0.7292,1.1767,1.3795,0.7075,1.2683,0.9277,109.73,8.6289,8.6217
2021-09-17,0.7265,1.1725,1.3741,0.704,1.2764,0.9323,109.93,8.7105,8.6831
2021-09-20,0.7252,1.1726,1.3657,0.7027,1.2822,0.9276,109.44,8.7272,8.6757
2021-09-21,0.7231,1.1726,1.3659,0.7005,1.282,0.9236,109.23,8.6861,8.6921
2021-09-22,0.7247,1.1687,1.3622,0.7009,1.2772,0.9257,109.78,8.6605,8.7
2021-09-23,0.7295,1.1739,1.372,0.7069,1.2655,0.9241,110.33,8.5814,8.6311
2021-09-24,0.7262,1.172,1.3679,0.7015,1.2652,0.9248,110.73,8.5856,8.6498
2021-09-27,0.7286,1.1695,1.3698,0.7017,1.2628,0.9258,111,8.6042,8.7067
2021-09-28,0.7236,1.1683,1.3537,0.6957,1.2687,0.9295,111.5,8.6659,8.7343
2021-09-29,0.7176,1.1598,1.3427,0.6869,1.2757,0.9343,111.96,8.7711,8.8084
2021-09-30,0.7227,1.158,1.3474,0.6899,1.268,0.9317,111.29,8.7485,8.762
2021-10-01,0.7258,1.1596,1.3546,0.6948,1.2648,0.9311,111.05,8.6306,8.7469
2021-10-04,0.7281,1.1621,1.361,0.6969,1.2589,0.9251,110.93,8.57,8.7278
2021-10-05,0.7292,1.1598,1.3629,0.6963,1.2583,0.928,111.46,8.5314,8.7418
2021-10-06,0.7272,1.1556,1.3582,0.6914,1.259,0.9274,111.41,8.583,8.8025
2021-10-07,0.7312,1.1552,1.3619,0.6925,1.2551,0.9284,111.63,8.5821,8.7879
2021-10-08,0.7309,1.1569,1.3615,0.6939,1.2472,0.9275,112.24,8.5403,8.7415
2021-10-11,0.7351,1.1552,1.3595,0.694,1.2483,0.9277,113.31,8.5883,8.7708
2021-10-12,0.735,1.153,1.3588,0.6931,1.2468,0.9308,113.61,8.5597,8.7884
2021-10-13,0.7379,1.1594,1.3659,0.6964,1.2443,0.9242,113.25,8.4953,8.6904
2021-10-14,0.7416,1.1597,1.3673,0.7036,1.237,0.9234,113.68,8.4477,8.635
2021-10-15,0.7421,1.1601,1.3751,0.7067,1.2368,0.9229,114.22,8.4225,8.617
2021-10-18,0.7411,1.161,1.3726,0.7086,1.2379,0.9239,114.32,8.4183,8.6571
2021-10-19,0.7474,1.1633,1.3797,0.7154,1.2363,0.923,114.38,8.3548,8.6222
2021-10-20,0.7516,1.1651,1.3824,0.7202,1.2321,0.9189,114.31,8.3062,8.5896
2021-10-21,0.7467,1.1623,1.3793,0.7156,1.2368,0.9182,113.99,8.3642,8.6032
2021-10-22,0.7466,1.1643,1.3755,0.7157,1.2366,0.9158,113.5,8.3577,8.5748
2021-10-25,0.7491,1.1608,1.3767,0.7162,1.2382,0.9199,113.71,8.3538,8.6082
2021-10-26,0.7501,1.1596,1.3767,0.7163,1.239,0.9201,114.16,8.3656,8.6146
2021-10-27,0.7517,1.1603,1.3745,0.7168,1.2359,0.9182,113.83,8.4207,8.585
2021-10-28,0.7544,1.1681,1.379,0.7201,1.2346,0.9118,113.58,8.3316,8.5169
2021-10-29,0.7518,1.1558,1.3682,0.7171,1.2388,0.9161,113.95,8.4437,8.5922
2021-11-01,0.7526,1.1606,1.3665,0.7185,1.2369,0.9091,114,8.4063,8.5196
2021-11-02,0.7429,1.1579,1.3612,0.7111,1.2411,0.9146,113.96,8.5277,8.5747
2021-11-03,0.7448,1.1612,1.3687,0.716,1.2391,0.9118,114.01,8.5071,8.5383
2021-11-04,0.7401,1.1554,1.35,0.7104,1.2456,0.9127,113.76,8.5559,8.59
2021-11-05,0.74,1.1567,1.3498,0.7117,1.2457,0.9127,113.41,8.559,8.5711
2021-11-08,0.7423,1.1587,1.3563,0.7167,1.2442,0.9133,113.23,8.5045,8.5765
2021-11-09,0.7378,1.1593,1.3557,0.7129,1.2438,0.9112,112.87,8.5093,8.5749
2021-11-10,0.7327,1.1479,1.3405,0.7061,1.2491,0.918,113.91,8.6525,8.7039
2021-11-11,0.7294,1.1451,1.3372,0.7021,1.2579,0.9208,114.06,8.6749,8.7121
2021-11-12,0.7332,1.1445,1.3414,0.7044,1.255,0.9215,113.89,8.6924,8.7611
2021-11-15,0.7347,1.1368,1.3416,0.7048,1.2516,0.9252,114.12,8.7148,8.8017
2021-11-16,0.7303,1.132,1.343,0.6992,1.2558,0.93,114.82,8.7413,8.8909
2021-11-17,0.7267,1.1319,1.3487,0.6998,1.261,0.9286,114.08,8.7477,8.8642
2021-11-18,0.7277,1.1371,1.3494,0.7044,1.2602,0.9259,114.26,8.8143,8.8656
2021-11-19,0.7235,1.129,1.3451,0.7004,1.264,0.9278,113.99,8.9182,8.9499
2021-11-22,0.7225,1.1237,1.3397,0.6958,1.27,0.9327,114.88,8.9291,9.0008
2021-11-23,0.7228,1.1248,1.3378,0.6949,1.267,0.9329,115.14,8.8978,9.0447
2021-11-24,0.7196,1.1199,1.3328,0.6875,1.2668,0.9345,115.43,8.9648,9.1297
2021-11-25,0.719,1.1209,1.3322,0.686,1.2648,0.936,115.36,8.9723,9.0872
2021-11-26,0.7123,1.1317,1.3337,0.6822,1.2791,0.9231,113.38,9.0767,9.1625
2021-11-29,0.7143,1.1291,1.3315,0.6825,1.2741,0.9232,113.53,9.02,9.0697
2021-11-30,0.7127,1.1338,1.3299,0.6822,1.2779,0.9189,113.17,9.0358,9.0235
2021-12-01,0.7105,1.132,1.3279,0.6809,1.2818,0.92,112.78,9.0563,9.0822
2021-12-02,0.7094,1.1301,1.3305,0.6818,1.281,0.9203,113.11,9.0928,9.0526
2021-12-03,0.7001,1.1315,1.3236,0.675,1.2843,0.9172,112.8,9.1767,9.1437
2021-12-06,0.705,1.1285,1.3264,0.6753,1.2756,0.9254,113.48,9.0913,9.0961
2021-12-07,0.7119,1.1267,1.3244,0.6791,1.2639,0.9254,113.6,9.0188,9.1022
2021-12-08,0.7172,1.1343,1.3204,0.6809,1.2654,0.9206,113.67,8.8805,9.0404
2021-12-09,0.7149,1.1293,1.3221,0.6795,1.2713,0.9236,113.49,8.9935,9.062
2021-12-10,0.7172,1.1313,1.3273,0.6796,1.2722,0.9213,113.44,8.9488,9.0542
2021-12-13,0.7131,1.1284,1.3217,0.6756,1.2807,0.9228,113.54,9.0451,9.0946
2021-12-14,0.7104,1.1259,1.3231,0.6745,1.2862,0.9237,113.7,9.1096,9.1415
2021-12-15,0.7169,1.1289,1.3262,0.6784,1.2834,0.9251,114.04,9.0133,9.0838
2021-12-16,0.7184,1.133,1.3323,0.68,1.2775,0.9193,113.67,8.9859,9.0369
2021-12-17,0.7125,1.124,1.3245,0.675,1.2889,0.9234,113.63,9.0342,9.13
2021-12-20,0.7112,1.1279,1.3207,0.6713,1.294,0.9211,113.61,9.046,9.1454
2021-12-21,0.7155,1.1285,1.3262,0.6769,1.2914,0.9236,114.1,8.9424,9.1335
2021-12-22,0.7214,1.1326,1.3352,0.681,1.2836,0.9199,114.1,8.8794,9.0826
2021-12-23,0.7244,1.1327,1.3408,0.6827,1.281,0.9185,114.39,8.8184,9.0872
2021-12-24,0.7221,1.1319,1.3386,0.6818,1.2815,0.9191,114.38,8.8608,9.1264
2021-12-27,0.7239,1.1328,1.3441,0.6814,1.2789,0.9176,114.87,8.8436,9.1009
2021-12-28,0.7229,1.131,1.3434,0.6805,1.2822,0.9175,114.82,8.8027,9.0521
2021-12-29,0.725,1.1349,1.349,0.683,1.2791,0.9147,114.95,8.7832,9.0303
2021-12-30,0.7256,1.1325,1.3499,0.6832,1.2741,0.9136,115.08,8.8136,9.0427
2021-12-31,0.7263,1.137,1.3532,0.6826,1.2637,0.9129,115.08,8.8183,9.0542
2022-01-03,0.719,1.1297,1.348,0.6785,1.2745,0.9192,115.32,8.8741,9.1075
2022-01-04,0.7236,1.1287,1.353,0.6808,1.2708,0.9161,116.16,8.8602,9.0962
2022-01-05,0.7221,1.1314,1.3557,0.6796,1.2756,0.9169,116.11,8.8532,9.1106
2022-01-06,0.7162,1.1297,1.3532,0.6748,1.2729,0.9212,115.83,8.898,9.1503
2022-01-07,0.7181,1.136,1.3588,0.6779,1.2643,0.9188,115.56,8.8347,9.053
2022-01-10,0.717,1.1326,1.3577,0.6762,1.2679,0.9273,115.2,8.868,9.109
2022-01-11,0.721,1.1367,1.3635,0.6786,1.2575,0.9234,115.3,8.7958,9.0363
2022-01-12,0.7284,1.1442,1.37,0.685,1.2509,0.9143,114.64,8.662,8.9427
2022-01-13,0.7283,1.1455,1.3706,0.6861,1.252,0.9111,114.2,8.7167,8.9368
2022-01-14,0.7208,1.1411,1.3675,0.6804,1.2552,0.914,114.19,8.7635,9.0257
2022-01-17,0.7217,1.1408,1.3647,0.6801,1.2516,0.914,114.63,8.736,9.0161
2022-01-18,0.7185,1.1325,1.3596,0.677,1.2514,0.9174,114.61,8.8085,9.1388
2022-01-19,0.7211,1.1343,1.3612,0.6784,1.2515,0.9162,114.33,8.7874,9.1144
2022-01-20,0.7226,1.1312,1.36,0.6757,1.2503,0.9169,114.11,8.8353,9.2285
2022-01-21,0.7185,1.1344,1.3553,0.6717,1.2581,0.9115,113.68,8.9062,9.1967
2022-01-24,0.7145,1.1326,1.3488,0.67,1.2638,0.9137,113.95,8.9571,9.2633
2022-01-25,0.7151,1.1301,1.3501,0.6687,1.2629,0.918,113.88,8.9394,9.26
2022-01-26,0.7115,1.124,1.3463,0.6652,1.267,0.9237,114.64,8.9418,9.3129
2022-01-27,0.7033,1.1145,1.3383,0.6583,1.2742,0.9307,115.37,8.9496,9.3946
2022-01-28,0.6988,1.1151,1.3401,0.6548,1.277,0.9305,115.26,8.9791,9.4323
2022-01-31,0.7067,1.1235,1.3447,0.6576,1.2708,0.9272,115.11,8.8963,9.323
2022-02-01,0.7129,1.1272,1.3522,0.6638,1.2687,0.9214,114.71,8.8357,9.2607
2022-02-02,0.7137,1.1305,1.3577,0.6632,1.2669,0.9187,114.46,8.8034,9.1993
2022-02-03,0.7141,1.144,1.3598,0.6661,1.2678,0.9198,114.97,8.7082,9.0955
2022-02-04,0.7072,1.1449,1.3531,0.6614,1.2757,0.9256,115.26,8.7979,9.1525
2022-02-07,0.7126,1.1442,1.3536,0.6633,1.2667,0.9239,115.1,8.7757,9.1241
2022-02-08,0.7146,1.1415,1.3543,0.665,1.2708,0.9247,115.55,8.8259,9.1446
2022-02-09,0.7179,1.1425,1.3535,0.6684,1.267,0.9245,115.52,8.8106,9.1169
2022-02-10,0.7167,1.1428,1.3557,0.6673,1.2719,0.9253,116.01,8.8152,9.3032
2022-02-11,0.7137,1.135,1.3564,0.6647,1.2737,0.9259,115.42,8.8646,9.3374
2022-02-14,0.7127,1.1307,1.3528,0.6616,1.273,0.9244,115.54,8.8876,9.3822
2022-02-15,0.7152,1.1359,1.3538,0.664,1.2718,0.9253,115.61,8.9052,9.2859
2022-02-16,0.7195,1.1373,1.3586,0.6679,1.2687,0.9227,115.52,8.8812,9.277
2022-02-17,0.7187,1.1361,1.3616,0.6689,1.2708,0.9204,114.94,8.9214,9.342
2022-02-18,0.7177,1.1322,1.3589,0.6697,1.2752,0.9215,115.01,8.9931,9.3963
2022-02-21,0.719,1.1311,1.3602,0.67,1.2753,0.9159,114.74,9.0104,9.4524
2022-02-22,0.7219,1.1325,1.3585,0.6733,1.277,0.9215,115.08,8.899,9.3404
2022-02-23,0.7234,1.1307,1.3544,0.6772,1.2734,0.9179,115.01,8.8914,9.3996
2022-02-24,0.7163,1.1192,1.338,0.6693,1.2816,0.9259,115.53,8.9632,9.4948
2022-02-25,0.7226,1.1268,1.3409,0.6743,1.2713,0.9252,115.55,8.8331,9.3907
2022-02-28,0.7263,1.1219,1.342,0.6772,1.2675,0.9168,115,8.8105,9.4723
2022-03-01,0.7252,1.1125,1.3325,0.6756,1.2743,0.9185,114.92,8.8836,9.6258
2022-03-02,0.7297,1.1119,1.3406,0.6787,1.2631,0.9203,115.52,8.8521,9.6768
2022-03-03,0.7329,1.1066,1.3348,0.68,1.2681,0.9172,115.46,8.9163,9.7366
2022-03-04,0.737,1.0928,1.323,0.686,1.2731,0.9167,114.82,8.9543,9.8558
2022-03-07,0.7317,1.0854,1.3104,0.6825,1.282,0.9255,115.32,9.0555,10.0072
2022-03-08,0.7269,1.0899,1.3102,0.6806,1.2885,0.9289,115.67,8.9888,9.9504
2022-03-09,0.7322,1.1076,1.3181,0.6839,1.2809,0.9264,115.83,8.9109,9.6794
2022-03-10,0.7358,1.0986,1.3086,0.6865,1.2769,0.9298,116.14,8.9577,9.691
2022-03-11,0.7293,1.0912,1.3037,0.6809,1.2744,0.9342,117.29,9.0066,9.7587
2022-03-14,0.7188,1.094,1.3002,0.6746,1.2824,0.9387,118.19,9.0442,9.6222
2022-03-15,0.7196,1.0956,1.3042,0.6771,1.2765,0.9413,118.3,9.0066,9.6272
2022-03-16,0.729,1.1035,1.3149,0.6838,1.2677,0.9405,118.73,8.8915,9.4082
2022-03-17,0.7376,1.1091,1.3149,0.6882,1.2628,0.9371,118.6,8.8002,9.4168
2022-03-18,0.7415,1.1051,1.3178,0.6908,1.2603,0.9318,119.17,8.7437,9.4169
2022-03-21,0.74,1.1016,1.3169,0.6886,1.2593,0.9337,119.47,8.7453,9.4922
2022-03-22,0.747,1.1029,1.3262,0.6964,1.257,0.9329,120.8,8.7604,9.4432
2022-03-23,0.7499,1.1004,1.3205,0.6974,1.2562,0.9306,121.15,8.69,9.4445
2022-03-24,0.7513,1.0997,1.3187,0.6965,1.2526,0.9302,122.35,8.674,9.4146
2022-03-25,0.7515,1.0983,1.3182,0.6972,1.2477,0.93,122.05,8.6091,9.4193
2022-03-28,0.7489,1.0985,1.3088,0.6895,1.2518,0.9343,123.86,8.7194,9.4952
2022-03-29,0.7509,1.1086,1.3093,0.6935,1.2497,0.9314,122.88,8.6734,9.3264
2022-03-30,0.7509,1.1159,1.3134,0.6978,1.2481,0.9232,121.83,8.5687,9.2505
2022-03-31,0.7482,1.1067,1.3138,0.6947,1.2505,0.9225,121.7,8.7923,9.3972
2022-04-01,0.7496,1.1043,1.3114,0.6927,1.2522,0.9264,122.52,8.7477,9.3679
2022-04-04,0.7543,1.0972,1.3116,0.6948,1.2485,0.9263,122.79,8.7178,9.4205
2022-04-05,0.7579,1.0905,1.3074,0.6948,1.2487,0.9296,123.6,8.7564,9.429
2022-04-06,0.7512,1.0896,1.3069,0.6918,1.2544,0.9332,123.8,8.8029,9.4855
2022-04-07,0.748,1.0879,1.3075,0.6891,1.2591,0.9338,123.95,8.804,9.4566
2022-04-08,0.7458,1.0877,1.3025,0.6849,1.2572,0.9343,124.34,8.6993,9.4541
2022-04-11,0.7417,1.0884,1.303,0.6826,1.263,0.9309,125.37,8.8174,9.5012
2022-04-12,0.7456,1.0828,1.3001,0.6852,1.2644,0.933,125.38,8.7716,9.5182
2022-04-13,0.7451,1.0888,1.3117,0.6796,1.2567,0.9341,125.62,8.7532,9.4839
2022-04-14,0.7419,1.0828,1.3071,0.6787,1.2603,0.9423,125.88,8.7831,9.5212
2022-04-15,0.7395,1.081,1.306,0.6764,1.261,0.9431,126.46,8.8166,9.5753
2022-04-18,0.7349,1.0782,1.3019,0.673,1.2614,0.9446,126.99,8.8686,9.6
2022-04-19,0.7374,1.0788,1.2998,0.6736,1.2618,0.9521,128.91,8.8371,9.5379
2022-04-20,0.745,1.0853,1.3068,0.6807,1.2499,0.9485,127.86,8.8091,9.4368
2022-04-21,0.7374,1.0834,1.303,0.6737,1.2581,0.9533,128.38,8.8886,9.5142
2022-04-22,0.7244,1.079,1.2839,0.6639,1.271,0.9575,128.5,8.9621,9.5536
2022-04-25,0.7178,1.0713,1.2741,0.6616,1.2735,0.9592,128.14,9.1227,9.7102
2022-04-26,0.7123,1.0638,1.2574,0.6563,1.2826,0.9625,127.23,9.251,9.8444
2022-04-27,0.7126,1.0557,1.2545,0.6544,1.2819,0.9691,128.43,9.3293,9.8182
2022-04-28,0.7097,1.0499,1.2457,0.649,1.2808,0.972,130.85,9.4197,9.8703
2022-04-29,0.7061,1.0545,1.2574,0.6458,1.2848,0.9718,129.7,9.3816,9.8299
2022-05-02,0.705,1.0507,1.2492,0.6434,1.288,0.9779,130.16,9.4431,9.9157
2022-05-03,0.7096,1.0521,1.2499,0.6437,1.2841,0.9784,130.14,9.3981,9.8805
2022-05-04,0.726,1.0622,1.2631,0.6544,1.2747,0.9722,129.09,9.2506,9.7495
2022-05-05,0.7112,1.0542,1.2362,0.643,1.2834,0.985,130.2,9.4904,9.9472
2022-05-06,0.7076,1.0551,1.2348,0.641,1.2875,0.989,130.56,9.4868,9.9571
2022-05-09,0.6952,1.0561,1.2332,0.6324,1.3011,0.9939,130.29,9.6714,10.0918
2022-05-10,0.6938,1.0529,1.2316,0.629,1.3027,0.9959,130.45,9.7261,10.0712
2022-05-11,0.6938,1.0513,1.2251,0.63,1.2992,0.9944,129.97,9.7498,10.0723
2022-05-12,0.6856,1.038,1.2202,0.6232,1.3046,1.0032,128.34,9.8767,10.1565
2022-05-13,0.694,1.0412,1.2262,0.6276,1.2929,1.0012,129.22,9.7666,10.0586
2022-05-16,0.6971,1.0434,1.2319,0.631,1.2846,1.0023,129.16,9.7706,10.0595
2022-05-17,0.7029,1.055,1.2493,0.6359,1.2811,0.9935,129.38,9.6742,9.9241
2022-05-18,0.6955,1.0464,1.2341,0.6297,1.289,0.9882,128.23,9.9003,10.0607
2022-05-19,0.7049,1.0588,1.2467,0.6381,1.2825,0.9722,127.79,9.6836,9.9212
2022-05-20,0.704,1.0564,1.248,0.6394,1.284,0.9746,127.88,9.7403,9.9421
2022-05-23,0.7109,1.0691,1.2588,0.647,1.2767,0.9658,127.9,9.5885,9.811
2022-05-24,0.7106,1.0736,1.2532,0.6468,1.2819,0.9601,126.83,9.558,9.7583
2022-05-25,0.7091,1.0681,1.2574,0.6476,1.2816,0.9617,127.32,9.577,9.8578
2022-05-26,0.7098,1.0725,1.26,0.6479,1.2773,0.9599,127.12,9.5556,9.8678
2022-05-27,0.7162,1.0735,1.2631,0.6532,1.2724,0.9568,127.11,9.4645,9.8119
2022-05-30,0.7196,1.0779,1.2652,0.6556,1.2655,0.9573,127.59,9.4122,9.75
2022-05-31,0.7177,1.0734,1.2602,0.6514,1.2647,0.9595,128.67,9.377,9.7625
2022-06-01,0.7175,1.065,1.2487,0.6483,1.2657,0.9632,130.13,9.483,9.8481
2022-06-02,0.7265,1.0747,1.2578,0.6559,1.257,0.9581,129.84,9.3712,9.7081
2022-06-03,0.7207,1.0719,1.2488,0.651,1.2594,0.9621,130.88,9.4363,9.7713
2022-06-06,0.7193,1.0696,1.2532,0.6492,1.258,0.9708,131.88,9.4247,9.7923
2022-06-07,0.7232,1.0703,1.2592,0.649,1.2532,0.9729,132.59,9.4575,9.79
2022-06-08,0.7194,1.0716,1.2537,0.6448,1.256,0.9785,134.25,9.4691,9.8261
2022-06-09,0.7098,1.0617,1.2493,0.6386,1.2699,0.9802,134.36,9.5985,9.9178
2022-06-10,0.7058,1.0519,1.2315,0.6358,1.2776,0.988,134.41,9.7039,10.0285
2022-06-13,0.6923,1.0409,1.2134,0.6259,1.2899,0.9976,134.42,9.9047,10.1983
2022-06-14,0.6871,1.0416,1.1997,0.6216,1.295,1.0016,135.47,10.0188,10.1996
2022-06-15,0.7003,1.0444,1.218,0.6288,1.2891,0.9942,133.84,9.9552,10.1754
2022-06-16,0.7047,1.0549,1.2352,0.636,1.295,0.9666,132.21,9.9467,10.1409
2022-06-17,0.6932,1.0499,1.2241,0.6315,1.303,0.9699,135.02,10.0064,10.1754
2022-06-20,0.6951,1.0511,1.2253,0.6333,1.2981,0.9676,135.07,9.9111,10.1214
2022-06-21,0.6971,1.0533,1.2277,0.6331,1.2922,0.9661,136.57,9.846,10.1033
2022-06-22,0.6927,1.0566,1.2266,0.6285,1.2946,0.9612,136.26,9.9134,10.0896
2022-06-23,0.6897,1.0523,1.226,0.6275,1.2996,0.9609,134.95,9.9857,10.1818
2022-06-24,0.6945,1.0553,1.2268,0.632,1.2891,0.9583,135.23,9.8549,10.1302
2022-06-27,0.6926,1.0584,1.2265,0.6303,1.2877,0.9563,135.46,9.7954,10.0803
2022-06-28,0.6908,1.0519,1.2184,0.624,1.2875,0.9572,136.14,9.8367,10.1598
2022-06-29,0.688,1.0442,1.2124,0.6221,1.2893,0.955,136.59,9.8939,10.2366
2022-06-30,0.6903,1.0484,1.2178,0.6244,1.2873,0.9551,135.72,9.8475,10.2239
